Year,Primary_Type,Count,Mean_Temp
2016,NARCOTICS,42,30
2016,BURGLARY,40,30
2016,THEFT,153,28.5
2016,BATTERY,118,28.5
2016,CRIMINAL DAMAGE,70,28.5
2016,ASSAULT,41,28.5
2016,BURGLARY,33,28.5
2016,NARCOTICS,33,28.5
2016,THEFT,164,34
2016,BATTERY,105,34
2016,NARCOTICS,103,34
2016,CRIMINAL DAMAGE,70,34
2016,ASSAULT,46,34
2016,BURGLARY,46,34
2016,THEFT,172,27.5
2016,BATTERY,117,27.5
2016,CRIMINAL DAMAGE,73,27.5
2016,BURGLARY,66,27.5
2016,NARCOTICS,45,27.5
2016,ASSAULT,38,27.5
2016,THEFT,171,40.5
2016,BATTERY,162,40.5
2016,CRIMINAL DAMAGE,106,40.5
2016,ASSAULT,41,40.5
2016,NARCOTICS,36,40.5
2016,BURGLARY,23,40.5
2016,BATTERY,159,40.5
2016,THEFT,131,40.5
2016,CRIMINAL DAMAGE,89,40.5
2016,ASSAULT,40,40.5
2016,BURGLARY,34,40.5
2016,NARCOTICS,25,40.5
2016,THEFT,159,37.5
2016,BATTERY,123,37.5
2016,CRIMINAL DAMAGE,74,37.5
2016,BURGLARY,52,37.5
2016,ASSAULT,47,37.5
2016,NARCOTICS,47,37.5
2016,THEFT,124,35
2016,BATTERY,104,35
2016,CRIMINAL DAMAGE,62,35
2016,BURGLARY,42,35
2016,NARCOTICS,38,35
2016,ASSAULT,33,35
2016,THEFT,144,32.5
2016,BATTERY,109,32.5
2016,CRIMINAL DAMAGE,77,32.5
2016,ASSAULT,49,32.5
2016,NARCOTICS,42,32.5
2016,BURGLARY,33,32.5
2016,THEFT,130,25.5
2016,BATTERY,117,25.5
2016,CRIMINAL DAMAGE,82,25.5
2016,ASSAULT,54,25.5
2016,NARCOTICS,51,25.5
2016,BURGLARY,35,25.5
2016,THEFT,149,29.5
2016,BATTERY,117,29.5
2016,CRIMINAL DAMAGE,73,29.5
2016,NARCOTICS,47,29.5
2016,BURGLARY,44,29.5
2016,ASSAULT,36,29.5
2016,THEFT,143,32.5
2016,BATTERY,127,32.5
2016,CRIMINAL DAMAGE,86,32.5
2016,ASSAULT,49,32.5
2016,NARCOTICS,42,32.5
2016,BURGLARY,28,32.5
2016,BATTERY,140,37.5
2016,THEFT,130,37.5
2016,CRIMINAL DAMAGE,90,37.5
2016,NARCOTICS,29,37.5
2016,ASSAULT,28,37.5
2016,BURGLARY,18,37.5
2016,THEFT,133,26
2016,BATTERY,92,26
2016,CRIMINAL DAMAGE,66,26
2016,ASSAULT,42,26
2016,BURGLARY,31,26
2016,NARCOTICS,29,26
2016,THEFT,130,17
2016,BATTERY,103,17
2016,CRIMINAL DAMAGE,49,17
2016,ASSAULT,37,17
2016,NARCOTICS,34,17
2016,BURGLARY,19,17
2016,THEFT,104,13.5
2016,BATTERY,88,13.5
2016,CRIMINAL DAMAGE,55,13.5
2016,ASSAULT,50,13.5
2016,NARCOTICS,43,13.5
2016,BURGLARY,22,13.5
2016,THEFT,139,14
2016,BATTERY,106,14
2016,CRIMINAL DAMAGE,49,14
2016,NARCOTICS,43,14
2016,ASSAULT,30,14
2016,BURGLARY,23,14
2016,THEFT,149,15
2016,BATTERY,91,15
2016,NARCOTICS,73,15
2016,CRIMINAL DAMAGE,63,15
2016,ASSAULT,41,15
2016,BURGLARY,25,15
2016,THEFT,137,9.5
2016,BATTERY,110,9.5
2016,CRIMINAL DAMAGE,66,9.5
2016,NARCOTICS,48,9.5
2016,ASSAULT,38,9.5
2016,BURGLARY,20,9.5
2016,BATTERY,125,13.5
2016,THEFT,90,13.5
2016,CRIMINAL DAMAGE,55,13.5
2016,ASSAULT,32,13.5
2016,NARCOTICS,28,13.5
2016,BURGLARY,26,13.5
2016,THEFT,108,22.5
2016,BATTERY,100,22.5
2016,CRIMINAL DAMAGE,54,22.5
2016,NARCOTICS,54,22.5
2016,ASSAULT,45,22.5
2016,BURGLARY,27,22.5
2016,THEFT,149,28.5
2016,BATTERY,111,28.5
2016,CRIMINAL DAMAGE,64,28.5
2016,ASSAULT,52,28.5
2016,NARCOTICS,34,28.5
2016,BURGLARY,24,28.5
2016,BATTERY,130,27.5
2016,THEFT,125,27.5
2016,CRIMINAL DAMAGE,61,27.5
2016,ASSAULT,51,27.5
2016,NARCOTICS,49,27.5
2016,BURGLARY,35,27.5
2016,THEFT,175,32.5
2016,BATTERY,113,32.5
2016,CRIMINAL DAMAGE,78,32.5
2016,ASSAULT,45,32.5
2016,NARCOTICS,43,32.5
2016,BURGLARY,36,32.5
2016,THEFT,181,51.5
2016,BATTERY,112,51.5
2016,CRIMINAL DAMAGE,104,51.5
2016,NARCOTICS,58,51.5
2016,ASSAULT,48,51.5
2016,BURGLARY,38,51.5
2016,BATTERY,165,47.5
2016,THEFT,126,47.5
2016,CRIMINAL DAMAGE,85,47.5
2016,ASSAULT,50,47.5
2016,NARCOTICS,47,47.5
2016,BURGLARY,27,47.5
2016,BATTERY,172,35
2016,THEFT,138,35
2016,CRIMINAL DAMAGE,108,35
2016,NARCOTICS,54,35
2016,ASSAULT,50,35
2016,BURGLARY,15,35
2016,THEFT,135,35
2016,BATTERY,129,35
2016,CRIMINAL DAMAGE,75,35
2016,NARCOTICS,47,35
2016,ASSAULT,40,35
2016,BURGLARY,35,35
2016,THEFT,143,35.5
2016,BATTERY,128,35.5
2016,CRIMINAL DAMAGE,54,35.5
2016,ASSAULT,36,35.5
2016,BURGLARY,36,35.5
2016,NARCOTICS,33,35.5
2016,THEFT,129,34
2016,BATTERY,107,34
2016,CRIMINAL DAMAGE,58,34
2016,ASSAULT,42,34
2016,NARCOTICS,35,34
2016,BURGLARY,30,34
2016,THEFT,145,34
2016,BATTERY,110,34
2016,NARCOTICS,93,34
2016,CRIMINAL DAMAGE,66,34
2016,ASSAULT,52,34
2016,BURGLARY,23,34
2016,THEFT,162,28.5
2016,BATTERY,151,28.5
2016,CRIMINAL DAMAGE,76,28.5
2016,NARCOTICS,45,28.5
2016,ASSAULT,44,28.5
2016,BURGLARY,28,28.5
2016,THEFT,153,41
2016,BATTERY,143,41
2016,CRIMINAL DAMAGE,97,41
2016,NARCOTICS,41,41
2016,ASSAULT,37,41
2016,BURGLARY,18,41
2016,BATTERY,154,49
2016,THEFT,121,49
2016,CRIMINAL DAMAGE,86,49
2016,ASSAULT,33,49
2016,NARCOTICS,33,49
2016,BURGLARY,22,49
2016,THEFT,151,40
2016,BATTERY,119,40
2016,CRIMINAL DAMAGE,75,40
2016,ASSAULT,50,40
2016,NARCOTICS,32,40
2016,BURGLARY,31,40
2016,THEFT,168,24
2016,BATTERY,99,24
2016,CRIMINAL DAMAGE,65,24
2016,ASSAULT,52,24
2016,NARCOTICS,52,24
2016,BURGLARY,29,24
2016,THEFT,138,21.5
2016,BATTERY,106,21.5
2016,NARCOTICS,59,21.5
2016,CRIMINAL DAMAGE,47,21.5
2016,ASSAULT,44,21.5
2016,BURGLARY,33,21.5
2016,THEFT,140,30
2016,BATTERY,90,30
2016,CRIMINAL DAMAGE,62,30
2016,NARCOTICS,58,30
2016,ASSAULT,48,30
2016,BURGLARY,37,30
2016,THEFT,144,29.5
2016,BATTERY,107,29.5
2016,CRIMINAL DAMAGE,93,29.5
2016,NARCOTICS,69,29.5
2016,ASSAULT,52,29.5
2016,BURGLARY,40,29.5
2016,THEFT,162,34
2016,BATTERY,134,34
2016,CRIMINAL DAMAGE,84,34
2016,ASSAULT,50,34
2016,NARCOTICS,36,34
2016,BURGLARY,34,34
2016,BATTERY,142,42.5
2016,THEFT,141,42.5
2016,CRIMINAL DAMAGE,103,42.5
2016,NARCOTICS,53,42.5
2016,ASSAULT,44,42.5
2016,BURGLARY,21,42.5
2016,THEFT,165,53.5
2016,BATTERY,130,53.5
2016,CRIMINAL DAMAGE,94,53.5
2016,ASSAULT,67,53.5
2016,NARCOTICS,66,53.5
2016,BURGLARY,40,53.5
2016,THEFT,158,64
2016,BATTERY,152,64
2016,CRIMINAL DAMAGE,102,64
2016,ASSAULT,49,64
2016,BURGLARY,28,64
2016,NARCOTICS,27,64
2016,BATTERY,145,55.5
2016,THEFT,125,55.5
2016,ASSAULT,73,55.5
2016,CRIMINAL DAMAGE,65,55.5
2016,NARCOTICS,53,55.5
2016,BURGLARY,27,55.5
2016,THEFT,150,44
2016,BATTERY,116,44
2016,CRIMINAL DAMAGE,105,44
2016,NARCOTICS,61,44
2016,ASSAULT,51,44
2016,BURGLARY,31,44
2016,THEFT,165,44.5
2016,BATTERY,136,44.5
2016,CRIMINAL DAMAGE,77,44.5
2016,NARCOTICS,59,44.5
2016,ASSAULT,50,44.5
2016,BURGLARY,30,44.5
2016,BATTERY,172,46
2016,THEFT,166,46
2016,CRIMINAL DAMAGE,99,46
2016,ASSAULT,58,46
2016,NARCOTICS,29,46
2016,BURGLARY,23,46
2016,BATTERY,146,45.5
2016,THEFT,135,45.5
2016,CRIMINAL DAMAGE,78,45.5
2016,ASSAULT,44,45.5
2016,NARCOTICS,33,45.5
2016,BURGLARY,31,45.5
2016,THEFT,141,49
2016,BATTERY,125,49
2016,CRIMINAL DAMAGE,75,49
2016,ASSAULT,49,49
2016,BURGLARY,43,49
2016,NARCOTICS,42,49
2016,THEFT,157,52
2016,BATTERY,129,52
2016,CRIMINAL DAMAGE,73,52
2016,ASSAULT,59,52
2016,NARCOTICS,46,52
2016,BURGLARY,33,52
2016,BATTERY,150,50.5
2016,THEFT,143,50.5
2016,CRIMINAL DAMAGE,84,50.5
2016,ASSAULT,59,50.5
2016,NARCOTICS,46,50.5
2016,BURGLARY,38,50.5
2016,THEFT,170,48
2016,BATTERY,141,48
2016,CRIMINAL DAMAGE,90,48
2016,ASSAULT,49,48
2016,NARCOTICS,41,48
2016,BURGLARY,32,48
2016,THEFT,161,40.5
2016,BATTERY,148,40.5
2016,CRIMINAL DAMAGE,102,40.5
2016,NARCOTICS,64,40.5
2016,ASSAULT,47,40.5
2016,BURGLARY,36,40.5
2016,THEFT,147,40.5
2016,BATTERY,141,40.5
2016,CRIMINAL DAMAGE,89,40.5
2016,NARCOTICS,44,40.5
2016,ASSAULT,42,40.5
2016,BURGLARY,32,40.5
2016,BATTERY,157,37
2016,THEFT,136,37
2016,CRIMINAL DAMAGE,93,37
2016,ASSAULT,50,37
2016,NARCOTICS,38,37
2016,BURGLARY,22,37
2016,BATTERY,127,38.5
2016,THEFT,126,38.5
2016,CRIMINAL DAMAGE,76,38.5
2016,ASSAULT,63,38.5
2016,NARCOTICS,41,38.5
2016,BURGLARY,40,38.5
2016,BATTERY,155,51.5
2016,THEFT,148,51.5
2016,CRIMINAL DAMAGE,80,51.5
2016,ASSAULT,63,51.5
2016,NARCOTICS,42,51.5
2016,BURGLARY,35,51.5
2016,THEFT,155,39
2016,BATTERY,129,39
2016,CRIMINAL DAMAGE,61,39
2016,ASSAULT,55,39
2016,BURGLARY,40,39
2016,NARCOTICS,35,39
2016,BATTERY,140,34.5
2016,THEFT,130,34.5
2016,CRIMINAL DAMAGE,80,34.5
2016,NARCOTICS,42,34.5
2016,ASSAULT,39,34.5
2016,BURGLARY,37,34.5
2016,THEFT,169,38
2016,BATTERY,126,38
2016,CRIMINAL DAMAGE,90,38
2016,ASSAULT,45,38
2016,NARCOTICS,43,38
2016,BURGLARY,33,38
2016,BATTERY,161,42.5
2016,THEFT,148,42.5
2016,CRIMINAL DAMAGE,102,42.5
2016,ASSAULT,52,42.5
2016,NARCOTICS,44,42.5
2016,BURGLARY,37,42.5
2016,BATTERY,155,49.5
2016,THEFT,126,49.5
2016,CRIMINAL DAMAGE,86,49.5
2016,ASSAULT,46,49.5
2016,NARCOTICS,31,49.5
2016,BURGLARY,30,49.5
2016,BATTERY,151,44
2016,THEFT,150,44
2016,CRIMINAL DAMAGE,78,44
2016,ASSAULT,57,44
2016,NARCOTICS,52,44
2016,BURGLARY,48,44
2016,THEFT,150,44.5
2016,BATTERY,140,44.5
2016,CRIMINAL DAMAGE,75,44.5
2016,NARCOTICS,64,44.5
2016,ASSAULT,56,44.5
2016,BURGLARY,39,44.5
2016,THEFT,179,52
2016,BATTERY,140,52
2016,CRIMINAL DAMAGE,71,52
2016,ASSAULT,69,52
2016,NARCOTICS,51,52
2016,BURGLARY,32,52
2016,BATTERY,185,55.5
2016,THEFT,164,55.5
2016,CRIMINAL DAMAGE,59,55.5
2016,ASSAULT,58,55.5
2016,NARCOTICS,45,55.5
2016,BURGLARY,37,55.5
2016,THEFT,178,42
2016,BATTERY,124,42
2016,CRIMINAL DAMAGE,77,42
2016,ASSAULT,57,42
2016,NARCOTICS,42,42
2016,BURGLARY,33,42
2016,THEFT,146,33.5
2016,BATTERY,126,33.5
2016,CRIMINAL DAMAGE,76,33.5
2016,NARCOTICS,44,33.5
2016,ASSAULT,39,33.5
2016,BURGLARY,24,33.5
2016,THEFT,170,48.5
2016,BATTERY,165,48.5
2016,CRIMINAL DAMAGE,64,48.5
2016,ASSAULT,48,48.5
2016,NARCOTICS,40,48.5
2016,BURGLARY,15,48.5
2016,THEFT,152,33.5
2016,BATTERY,109,33.5
2016,CRIMINAL DAMAGE,72,33.5
2016,ASSAULT,40,33.5
2016,NARCOTICS,40,33.5
2016,BURGLARY,38,33.5
2016,THEFT,147,34.5
2016,BATTERY,111,34.5
2016,CRIMINAL DAMAGE,77,34.5
2016,NARCOTICS,59,34.5
2016,ASSAULT,44,34.5
2016,BURGLARY,35,34.5
2016,THEFT,148,45
2016,BATTERY,135,45
2016,CRIMINAL DAMAGE,68,45
2016,NARCOTICS,62,45
2016,ASSAULT,49,45
2016,BURGLARY,24,45
2016,THEFT,151,37
2016,BATTERY,129,37
2016,NARCOTICS,89,37
2016,CRIMINAL DAMAGE,75,37
2016,ASSAULT,51,37
2016,BURGLARY,34,37
2016,THEFT,150,33.5
2016,BATTERY,95,33.5
2016,CRIMINAL DAMAGE,81,33.5
2016,NARCOTICS,39,33.5
2016,ASSAULT,36,33.5
2016,BURGLARY,25,33.5
2016,THEFT,160,30
2016,BATTERY,124,30
2016,CRIMINAL DAMAGE,78,30
2016,ASSAULT,48,30
2016,NARCOTICS,44,30
2016,BURGLARY,19,30
2016,BATTERY,147,41.5
2016,THEFT,145,41.5
2016,CRIMINAL DAMAGE,93,41.5
2016,NARCOTICS,39,41.5
2016,ASSAULT,35,41.5
2016,BURGLARY,21,41.5
2016,THEFT,135,43.5
2016,BATTERY,109,43.5
2016,CRIMINAL DAMAGE,82,43.5
2016,ASSAULT,55,43.5
2016,BURGLARY,35,43.5
2016,NARCOTICS,33,43.5
2016,THEFT,156,38.5
2016,BATTERY,112,38.5
2016,CRIMINAL DAMAGE,71,38.5
2016,NARCOTICS,57,38.5
2016,ASSAULT,54,38.5
2016,BURGLARY,36,38.5
2016,BATTERY,140,45
2016,THEFT,123,45
2016,CRIMINAL DAMAGE,77,45
2016,ASSAULT,68,45
2016,NARCOTICS,49,45
2016,BURGLARY,33,45
2016,THEFT,150,49
2016,BATTERY,121,49
2016,CRIMINAL DAMAGE,92,49
2016,ASSAULT,56,49
2016,NARCOTICS,51,49
2016,BURGLARY,39,49
2016,THEFT,198,55
2016,BATTERY,122,55
2016,NARCOTICS,84,55
2016,CRIMINAL DAMAGE,79,55
2016,ASSAULT,52,55
2016,BURGLARY,36,55
2016,BATTERY,173,58.5
2016,THEFT,155,58.5
2016,CRIMINAL DAMAGE,81,58.5
2016,ASSAULT,57,58.5
2016,NARCOTICS,36,58.5
2016,BURGLARY,32,58.5
2016,BATTERY,182,62
2016,THEFT,138,62
2016,CRIMINAL DAMAGE,96,62
2016,ASSAULT,38,62
2016,NARCOTICS,38,62
2016,BURGLARY,27,62
2016,THEFT,168,66
2016,BATTERY,134,66
2016,CRIMINAL DAMAGE,87,66
2016,ASSAULT,51,66
2016,NARCOTICS,36,66
2016,BURGLARY,29,66
2016,THEFT,171,51.5
2016,BATTERY,149,51.5
2016,CRIMINAL DAMAGE,82,51.5
2016,ASSAULT,51,51.5
2016,NARCOTICS,47,51.5
2016,BURGLARY,28,51.5
2016,THEFT,150,61
2016,BATTERY,121,61
2016,CRIMINAL DAMAGE,82,61
2016,NARCOTICS,48,61
2016,ASSAULT,42,61
2016,BURGLARY,36,61
2016,THEFT,155,60
2016,BATTERY,125,60
2016,CRIMINAL DAMAGE,78,60
2016,ASSAULT,60,60
2016,NARCOTICS,48,60
2016,BURGLARY,30,60
2016,THEFT,164,47.5
2016,BATTERY,137,47.5
2016,CRIMINAL DAMAGE,83,47.5
2016,NARCOTICS,54,47.5
2016,ASSAULT,39,47.5
2016,BURGLARY,39,47.5
2016,BATTERY,154,49
2016,THEFT,135,49
2016,CRIMINAL DAMAGE,95,49
2016,ASSAULT,51,49
2016,NARCOTICS,32,49
2016,BURGLARY,30,49
2016,BATTERY,174,59.5
2016,THEFT,150,59.5
2016,CRIMINAL DAMAGE,93,59.5
2016,ASSAULT,65,59.5
2016,NARCOTICS,58,59.5
2016,BURGLARY,24,59.5
2016,THEFT,161,70.5
2016,BATTERY,154,70.5
2016,CRIMINAL DAMAGE,86,70.5
2016,ASSAULT,65,70.5
2016,NARCOTICS,42,70.5
2016,BURGLARY,39,70.5
2016,THEFT,138,55
2016,BATTERY,125,55
2016,CRIMINAL DAMAGE,69,55
2016,NARCOTICS,50,55
2016,ASSAULT,47,55
2016,BURGLARY,41,55
2016,THEFT,131,45
2016,BATTERY,128,45
2016,CRIMINAL DAMAGE,63,45
2016,ASSAULT,54,45
2016,NARCOTICS,44,45
2016,BURGLARY,36,45
2016,THEFT,157,46
2016,BATTERY,137,46
2016,CRIMINAL DAMAGE,78,46
2016,ASSAULT,50,46
2016,BURGLARY,47,46
2016,NARCOTICS,45,46
2016,THEFT,159,46
2016,BATTERY,140,46
2016,CRIMINAL DAMAGE,86,46
2016,ASSAULT,63,46
2016,NARCOTICS,57,46
2016,BURGLARY,34,46
2016,THEFT,145,45.5
2016,BATTERY,125,45.5
2016,CRIMINAL DAMAGE,71,45.5
2016,ASSAULT,43,45.5
2016,NARCOTICS,37,45.5
2016,BURGLARY,27,45.5
2016,THEFT,161,45.5
2016,BATTERY,147,45.5
2016,CRIMINAL DAMAGE,78,45.5
2016,ASSAULT,56,45.5
2016,BURGLARY,28,45.5
2016,NARCOTICS,26,45.5
2016,THEFT,176,50.5
2016,BATTERY,135,50.5
2016,CRIMINAL DAMAGE,73,50.5
2016,ASSAULT,53,50.5
2016,NARCOTICS,45,50.5
2016,BURGLARY,34,50.5
2016,THEFT,155,53.5
2016,BATTERY,133,53.5
2016,CRIMINAL DAMAGE,64,53.5
2016,ASSAULT,61,53.5
2016,NARCOTICS,44,53.5
2016,BURGLARY,33,53.5
2016,BATTERY,132,49.5
2016,THEFT,124,49.5
2016,CRIMINAL DAMAGE,82,49.5
2016,ASSAULT,55,49.5
2016,NARCOTICS,53,49.5
2016,BURGLARY,24,49.5
2016,THEFT,175,51
2016,BATTERY,111,51
2016,CRIMINAL DAMAGE,73,51
2016,NARCOTICS,51,51
2016,ASSAULT,50,51
2016,BURGLARY,34,51
2016,THEFT,179,62
2016,BATTERY,161,62
2016,CRIMINAL DAMAGE,100,62
2016,ASSAULT,57,62
2016,NARCOTICS,42,62
2016,BURGLARY,30,62
2016,BATTERY,172,57
2016,THEFT,167,57
2016,CRIMINAL DAMAGE,105,57
2016,ASSAULT,50,57
2016,BURGLARY,32,57
2016,NARCOTICS,13,57
2016,BATTERY,195,56
2016,THEFT,125,56
2016,CRIMINAL DAMAGE,92,56
2016,ASSAULT,54,56
2016,NARCOTICS,32,56
2016,BURGLARY,22,56
2016,BATTERY,155,54
2016,THEFT,146,54
2016,CRIMINAL DAMAGE,84,54
2016,ASSAULT,51,54
2016,BURGLARY,44,54
2016,NARCOTICS,43,54
2016,THEFT,135,57
2016,BATTERY,132,57
2016,CRIMINAL DAMAGE,86,57
2016,ASSAULT,59,57
2016,BURGLARY,45,57
2016,NARCOTICS,41,57
2016,THEFT,174,60
2016,BATTERY,117,60
2016,ASSAULT,79,60
2016,CRIMINAL DAMAGE,79,60
2016,NARCOTICS,44,60
2016,BURGLARY,43,60
2016,THEFT,160,61.5
2016,BATTERY,148,61.5
2016,CRIMINAL DAMAGE,66,61.5
2016,NARCOTICS,49,61.5
2016,ASSAULT,44,61.5
2016,BURGLARY,39,61.5
2016,THEFT,186,54.5
2016,BATTERY,143,54.5
2016,CRIMINAL DAMAGE,93,54.5
2016,ASSAULT,60,54.5
2016,NARCOTICS,46,54.5
2016,BURGLARY,40,54.5
2016,THEFT,161,44
2016,BATTERY,134,44
2016,CRIMINAL DAMAGE,90,44
2016,ASSAULT,51,44
2016,NARCOTICS,48,44
2016,BURGLARY,36,44
2016,BATTERY,175,45
2016,THEFT,158,45
2016,CRIMINAL DAMAGE,96,45
2016,ASSAULT,53,45
2016,NARCOTICS,40,45
2016,BURGLARY,28,45
2016,THEFT,166,58
2016,BATTERY,141,58
2016,CRIMINAL DAMAGE,85,58
2016,ASSAULT,65,58
2016,NARCOTICS,52,58
2016,BURGLARY,32,58
2016,THEFT,144,50.5
2016,BATTERY,118,50.5
2016,CRIMINAL DAMAGE,71,50.5
2016,ASSAULT,48,50.5
2016,NARCOTICS,45,50.5
2016,BURGLARY,41,50.5
2016,THEFT,176,53
2016,BATTERY,152,53
2016,CRIMINAL DAMAGE,105,53
2016,ASSAULT,61,53
2016,BURGLARY,53,53
2016,NARCOTICS,46,53
2016,THEFT,158,54
2016,BATTERY,136,54
2016,CRIMINAL DAMAGE,94,54
2016,NARCOTICS,82,54
2016,ASSAULT,52,54
2016,BURGLARY,39,54
2016,THEFT,169,56
2016,BATTERY,142,56
2016,CRIMINAL DAMAGE,116,56
2016,ASSAULT,55,56
2016,NARCOTICS,55,56
2016,BURGLARY,39,56
2016,BATTERY,169,64
2016,THEFT,166,64
2016,CRIMINAL DAMAGE,117,64
2016,ASSAULT,47,64
2016,BURGLARY,47,64
2016,NARCOTICS,37,64
2016,BATTERY,182,65
2016,THEFT,171,65
2016,CRIMINAL DAMAGE,81,65
2016,ASSAULT,56,65
2016,NARCOTICS,48,65
2016,BURGLARY,28,65
2016,THEFT,175,64.5
2016,BATTERY,131,64.5
2016,CRIMINAL DAMAGE,74,64.5
2016,ASSAULT,73,64.5
2016,NARCOTICS,44,64.5
2016,BURGLARY,41,64.5
2016,THEFT,169,73
2016,BATTERY,155,73
2016,CRIMINAL DAMAGE,97,73
2016,ASSAULT,77,73
2016,NARCOTICS,46,73
2016,BURGLARY,43,73
2016,BATTERY,165,75
2016,THEFT,149,75
2016,CRIMINAL DAMAGE,79,75
2016,ASSAULT,55,75
2016,BURGLARY,38,75
2016,NARCOTICS,34,75
2016,THEFT,173,72.5
2016,BATTERY,171,72.5
2016,CRIMINAL DAMAGE,78,72.5
2016,ASSAULT,58,72.5
2016,NARCOTICS,43,72.5
2016,BURGLARY,33,72.5
2016,THEFT,187,73.5
2016,BATTERY,148,73.5
2016,CRIMINAL DAMAGE,88,73.5
2016,ASSAULT,54,73.5
2016,NARCOTICS,49,73.5
2016,BURGLARY,37,73.5
2016,THEFT,189,72.5
2016,BATTERY,169,72.5
2016,CRIMINAL DAMAGE,99,72.5
2016,ASSAULT,54,72.5
2016,NARCOTICS,48,72.5
2016,BURGLARY,22,72.5
2016,BATTERY,209,71
2016,THEFT,144,71
2016,CRIMINAL DAMAGE,109,71
2016,ASSAULT,54,71
2016,NARCOTICS,46,71
2016,BURGLARY,36,71
2016,BATTERY,201,75
2016,THEFT,168,75
2016,CRIMINAL DAMAGE,101,75
2016,ASSAULT,76,75
2016,NARCOTICS,44,75
2016,BURGLARY,30,75
2016,THEFT,155,73
2016,BATTERY,134,73
2016,CRIMINAL DAMAGE,77,73
2016,ASSAULT,68,73
2016,NARCOTICS,53,73
2016,BURGLARY,35,73
2016,THEFT,178,70.5
2016,BATTERY,129,70.5
2016,CRIMINAL DAMAGE,88,70.5
2016,ASSAULT,71,70.5
2016,NARCOTICS,46,70.5
2016,BURGLARY,31,70.5
2016,THEFT,178,68
2016,BATTERY,165,68
2016,CRIMINAL DAMAGE,91,68
2016,ASSAULT,60,68
2016,NARCOTICS,44,68
2016,BURGLARY,30,68
2016,THEFT,177,69.5
2016,BATTERY,173,69.5
2016,CRIMINAL DAMAGE,75,69.5
2016,ASSAULT,64,69.5
2016,NARCOTICS,58,69.5
2016,BURGLARY,40,69.5
2016,BATTERY,193,67
2016,THEFT,162,67
2016,CRIMINAL DAMAGE,92,67
2016,ASSAULT,60,67
2016,NARCOTICS,40,67
2016,BURGLARY,28,67
2016,THEFT,170,70
2016,BATTERY,164,70
2016,CRIMINAL DAMAGE,79,70
2016,ASSAULT,66,70
2016,NARCOTICS,42,70
2016,BURGLARY,26,70
2016,THEFT,169,70.5
2016,BATTERY,159,70.5
2016,CRIMINAL DAMAGE,88,70.5
2016,ASSAULT,58,70.5
2016,NARCOTICS,43,70.5
2016,BURGLARY,29,70.5
2016,THEFT,150,59
2016,BATTERY,127,59
2016,CRIMINAL DAMAGE,87,59
2016,ASSAULT,72,59
2016,NARCOTICS,49,59
2016,BURGLARY,35,59
2016,THEFT,175,61
2016,BATTERY,111,61
2016,CRIMINAL DAMAGE,79,61
2016,ASSAULT,69,61
2016,NARCOTICS,48,61
2016,BURGLARY,34,61
2016,THEFT,148,62.5
2016,BATTERY,141,62.5
2016,CRIMINAL DAMAGE,77,62.5
2016,ASSAULT,48,62.5
2016,NARCOTICS,39,62.5
2016,BURGLARY,35,62.5
2016,THEFT,195,76.5
2016,BATTERY,135,76.5
2016,CRIMINAL DAMAGE,90,76.5
2016,ASSAULT,61,76.5
2016,NARCOTICS,44,76.5
2016,BURGLARY,43,76.5
2016,BATTERY,198,81
2016,THEFT,195,81
2016,CRIMINAL DAMAGE,114,81
2016,ASSAULT,46,81
2016,NARCOTICS,43,81
2016,BURGLARY,24,81
2016,THEFT,195,69
2016,BATTERY,191,69
2016,CRIMINAL DAMAGE,104,69
2016,ASSAULT,61,69
2016,NARCOTICS,54,69
2016,BURGLARY,34,69
2016,THEFT,177,70
2016,BATTERY,173,70
2016,CRIMINAL DAMAGE,86,70
2016,ASSAULT,50,70
2016,NARCOTICS,33,70
2016,BURGLARY,32,70
2016,BATTERY,173,75.5
2016,THEFT,170,75.5
2016,CRIMINAL DAMAGE,78,75.5
2016,ASSAULT,63,75.5
2016,NARCOTICS,48,75.5
2016,BURGLARY,41,75.5
2016,THEFT,167,79
2016,BATTERY,149,79
2016,CRIMINAL DAMAGE,86,79
2016,ASSAULT,64,79
2016,NARCOTICS,48,79
2016,BURGLARY,30,79
2016,THEFT,194,70
2016,BATTERY,146,70
2016,CRIMINAL DAMAGE,85,70
2016,ASSAULT,68,70
2016,BURGLARY,43,70
2016,NARCOTICS,37,70
2016,THEFT,183,73
2016,BATTERY,161,73
2016,CRIMINAL DAMAGE,91,73
2016,ASSAULT,65,73
2016,BURGLARY,44,73
2016,NARCOTICS,41,73
2016,THEFT,185,72.5
2016,BATTERY,178,72.5
2016,CRIMINAL DAMAGE,102,72.5
2016,ASSAULT,44,72.5
2016,BURGLARY,34,72.5
2016,NARCOTICS,34,72.5
2016,BATTERY,234,75.5
2016,THEFT,174,75.5
2016,CRIMINAL DAMAGE,85,75.5
2016,ASSAULT,56,75.5
2016,BURGLARY,40,75.5
2016,NARCOTICS,20,75.5
2016,BATTERY,198,81.5
2016,THEFT,170,81.5
2016,CRIMINAL DAMAGE,88,81.5
2016,ASSAULT,62,81.5
2016,BURGLARY,45,81.5
2016,NARCOTICS,36,81.5
2016,THEFT,189,74
2016,BATTERY,170,74
2016,CRIMINAL DAMAGE,97,74
2016,ASSAULT,68,74
2016,NARCOTICS,34,74
2016,BURGLARY,28,74
